customer_message,support_response,intent
@VerizonSupport Nope... And I've got plenty of money.,This is odd as we have not gotten any reports. When is the bill due and do you have the same error when using the app?,complaint_escalation
@VerizonSupport My bill is due as soon as you accept my payment,Our apologies for the trouble. We will have to investigate what the issue can be. Follow us and send a DM so we can get started.,billing_charges
"@VerizonSupport I'm a graduate student and must work from home tomorrow sure to approaching final exams. My bill is passed due as of today. Can you, or of good faith, make sure service is not suspended?",Please send us a DM.,billing_charges
@VerizonSupport im having issues making a payment to@my account online. It keeps saying “error” or “try again later or use another form of payment” when I just paid another bill with the same card. What’s going on? #verizontechcenter,Are you trying to pay your wireless or home bill?,billing_charges
@VerizonSupport Home bill. I use Verizon bill pay.,Try to uninstall and reinstall the app.,billing_charges
@VerizonSupport I do not use the app. I go to the actual website. https://t.co/wtMyZIx480,What happens when you click on one of the options to verify your account?,equipment_router
"@VerizonSupport I fill out the info as normal. Type in the payment amount, then the payment method which is debit card. Fill out the info, then when it’s asking to submit, I hit submit and it gives me the “error, try again later or use another payment method.”",What bank are you using?,billing_charges
"@VerizonSupport Wells Fargo. And I have used this multiple times and I’ve not experienced any issues until now. And I recently made a purchase a few minutes ago with the same card, and I had no issues. I am refraining from calling to make the payment, due to the $3 fee.",Please follow and DM us so we can take a look into this for you.,billing_charges
@VerizonSupport I sent the DM to the Verizon and followed.,We're not showing a DM. Please resend your DM.,equipment_router
I just sent a private message so you can see why,Please click on the following link to enter a secure chat with an agent. https://t.co/4xrWRjkSTu,tv_fios_content
"@VerizonSupport Hey, you've made my internet speed so slow that your Verizon speedtest won't even work. Had to check on another site. INCREASE MY SPEED or I'll have to go elsewhere. https://t.co/TYAwi7R6bX",We will be glad to help you with this. Are you testing on a wired or wireless device?,internet_wifi_issue
And still all I'll have is Verizon DSL!,We are always looking to expand the network. Keep checking our websites for updates.,internet_wifi_issue
@VerizonSupport Today is my 24th birthday today 🎂,Happy Birthday Alvis! Enjoy your special day.,installation_availability
@VerizonSupport Yep! Got double drafted because your CSR chat/phone reps lie. Fix your autopay system!!!!,We are sorry to hear that youe were double drafted. Please call financial services at 8 am for assistance 1-888-780-3962,mobile_phone_issue
"I had a messy experience ordering a new phone (upgrade) on your app yesterday. Turns out your app wasn’t working, forcing me to speak to a rep who said ‘you’ll need to go to the app to complain’ 😳 Get it together! 😡",Let’s get you over to our partner’s and they will assist you with your wireless concerns.,mobile_phone_issue
"Hi! If I sign up for FiOS, will you cancel all my other services? If not, no problem. Thanks.",We can not cancel your other provider's services. We can port your phone number if that is needed.,plan_product_upgrade
@VerizonSupport Verizon computers shut us down by mistake Sunday afternoon. Internet phone and tv. Getting service back up has been a NOGHTMARE. As of today I have internet and still no tv. Working with someone again this am who is telling me he hasn’t give my back my dvd services.,You are currently speaking with an agent to assist you on the phone correct?,internet_wifi_issue
is internet down in Forest Hills NY area?,Not that we are aware of. You can check for outages at https://t.co/ejWDt5JiRu,internet_wifi_issue
@VerizonSupport On the internet. He want me to email someone else. Because he can’t get my service back without charging me a set up fee. reminder. Verizon caused this.,"The system may not be allowing him to restore without the fee but if this was our error, were you offered to have the fee waived or credited after it is billed?",internet_wifi_issue
Can one of you PLEASE come to Madison WI. @Ask_Spectrum has us all over the ropes with high priced but poory functioning internet. We need help.,We are always looking to expand on the network. Keep checking our website for updates.,internet_wifi_issue
@VerizonSupport I did no one is responding,Remain patient. Someone will be with you as possible.,internet_wifi_issue
@VerizonSupport Thanks. My problem actually was repaired through the troubleshooter on the website.,Great! Let us know if you need us again.,tv_fios_content
@VerizonSupport Great in our DM. You just gave me the same number I have called since Sunday. An automated system with a 15 minute wait! Huge help,The billing office is closed on Sunday. We also provided you with a chat to speak with our billing specialist that may be able to assist you. You may not need a supervisor once you speak to the billing specialist.,mobile_phone_issue
I used my att phone internet to access Verizon website as my Verizon fios is out.,"Hello, we can assist you. Please follow and DM us.",internet_wifi_issue
@VerizonSupport Sorry. Didn't see this. The show itself. Thanks,Content is provided by the network.,tv_fios_content
And the site I was trying to access is the outage map link in the tweet from you I responded to. Rebooting my router still gives me the red circle of no internet.,We are not seeing any outage. We will be happy to trouble shoot with you when you have time.,equipment_router
@Ask_Spectrum can either one of you offer me a better deal than 200 a month for basic cable and 300 mbs of internet? Seriously?,We got you covered. https://t.co/WSJQ3PBxI6,equipment_router
"Don’t see this too often on here, but I just had a pleasant, useful, and extremely helpful call with @VerizonSupport. Thank you Rochelle for getting everything sorted and ending months of frustration. A+ customer service.",Wonderful! Glad we were able to provide a positive experience.,equipment_router
I need assistance with getting your equipment removed from my home. I’m not a FIOS customer.,"Good morning , Please follow and DM us for assistance.",equipment_router
"@VerizonSupport All TVs, and shows on TLC - 90 day fiancé is one",Do the shows not show up as a choice?,tv_fios_content
I would like a phone number to request a tech come to our home to troubleshoot a possible cable/modem problem. I had requested one for a visit yesterday but I mistakenly closed a service ticket. Our desktops are randomly shutting down! PLEASE!,Oh No!! Do yopu happen to have the ticket number ?,equipment_router
@VerizonSupport 20 year corp https://t.co/S6TejV60Zd *611 w/service https://t.co/SaQNMe5MQ3 drops while on w/Verizon rep.No call back?,Let me partner you with our Verizon Wireless team .,mobile_phone_issue
I mean the irony isn't lost on my @VerizonSupport :) https://t.co/Gm32FEwugC,Do you still need further assistance?,billing_charges
"@VerizonSupport I’m not sure actually. I have an agent with me now, but we may have to start the hour over.",Please keep us posted.,complaint_escalation
"@VerizonSupport https://t.co/NQG6tsiVYV lets me log on but then kicks me off when I go to contact. would like to ""chat"" with somebody online. Help please",Oh no !!! Is this for residential or wireless phone service?,equipment_router
I love quality but customer service is #Horrible.. we have several Corp phones we are getting ready to move to someone else...,Let me partner you with our Verizon Wireless team .,mobile_phone_issue
Hey I just had the BEST customer service experience with an awesome guy named Trey! His positive attitude was contagious and he was so helpful! You need more customer service reps like him! (You need to give him a raise or a nice holiday bonus)#Verizon #treywasthebest,Awesome! Glad you had a positive experience.,equipment_router
@VerizonSupport I paid my bill on Saturday and switched banks and you tried to take the money out 4 days later when I was switching banks so it reversed. I live almost an hour from the nearest Verizon store so I can’t make a cash payment.,Our Financial Service Team will need to get involved with this matter. They can assist you @ 800.698.3545,billing_charges
No,Can you please follow and DM us?,internet_wifi_issue
Does anyone else think that all the comments that aren't against Verizon are paid?,What's going on?,tv_fios_content
"@VerizonSupport Honestly I'd rather just have a call than all this talk on twitter. But they show up as a choice. The sound doesn't work correctly. I reported it twice. I just want it fixed, if you can't fix it I would like money taken off my next bill. The service agent on the phone was awful.",We can help with this Hadar! Please follow and DM so we can continue.,mobile_phone_issue
"Good one, @VerizonSupport https://t.co/pkcP7DsTfY",Help is here! How can we assist?,internet_wifi_issue
is really pissing me off today.,What's going on?,installation_availability
"@VerizonSupport And supposedly you’ve made your bills easier to read. I notice no change and when I click the link to see the changes, it’s a dead link",Are you referring to your cellular account?,billing_charges
"A 200 home Verizon bill is ridiculous but yet, I’m paying it. -_-",Would you like us to take a look at your account and see if there are any savings available?,billing_charges
Why can't Verizon fix my account???? SIX MONTHS-This is attempt #7 to fix!!! You can't fix my account but you can slap more money on the bill and send me shut off notices????? Action needed - yes... FROM VERIZON!!!!,Oh no!! What is going on with your account?,equipment_router
"Verizon gives contract for two years but in the middle of the contract raises the price saying the discounts have expired. Why they give contract for two years? They should give the contract only till the discounts are good, poor practice by Verizon",We can look into this for you. Is this for residential or wireless phone service?,equipment_router
@VerizonSupport I think I'm in. I should be signing in tonight.,Keep us posted.,installation_availability
Even your repair page is broken https://t.co/4XLTWoAdm3,We can assist you here. Can you elaborate on your issue?,internet_wifi_issue
@VerizonSupport This still hadn’t posted after an hour. It took until I got access to WiFi,What's going on with your service?,internet_wifi_issue
@VerizonSupport how do I actually call you to talk about my home phone?,Our phone support number is 1-800-VERIZON or 1-800-837-4966 however we can help right here and now! How can we assist?,mobile_phone_issue
"why when I try to use On Demand, all I get is endless ads loop, it won't allow me to programs?",That's odd. Are you currently home?,tv_fios_content
"@VerizonSupport This happened in cambridge ma, if i don't hear back I will file a formal complaint, I shouldn't have to deal with aggressive drivers with road rage in company vehicles. Perhaps i should contact the cambridge PD.","We do not accept this type of behavior, please follow and DM us so we can collect some more information.",equipment_router
either of you two able to explain the lack of download speed for our new gigabit connection? https://t.co/e4IEILMJ5Y,Are you testing your speed from a wireless device?,internet_wifi_issue
@VerizonSupport They want me to do a secure chat on Facebook but I need a link.,Come back to us via Facebook so we can continue. We are the same team Jennifer.,complaint_escalation
Once again wasting time on hold w Verizon customer service. They sent me bill electronically. I paid and got Conf number. But no record! Now getting threatening calls. “The customer is always wrong”,We're here for you Catherine! How can we assist?,billing_charges
Im considering adding DVR to residential service. Can I PLAY ALL shows recorded on DVR without having to press any addtional button?,"Do you currently have a DVR? If so, what model?",tv_fios_content
@VerizonSupport No. It’s the onhub connected to the fios fueled Ethernet cable.,How long have you noticed this Jason?,equipment_router
"@VerizonSupport Yes two boxes, it appears to be just this box/TV combo.",Are you using a HDMI cable?,tv_fios_content
@VerizonSupport Incompetent people. I am going to switch providers after work. Absolutely absurd and rude. I’m in actually dumbfounded at how they’re speaking to me right now. Unbelievable,We understand you are frustrated. Can you elaborate on your issue?,plan_product_upgrade
@VerizonSupport They never completed our auto pay or paperless when we transferred off family plan. We gave this over phone to Verizon rep. I was also awarded a $45 credit for the next three months due to data issues. And one line was supposed to be disconnected end of October that wasn’t.,Thank you for sharing. Is this for a cellular account?,equipment_router
my internet speed has been very slow lately what should I do????,That's frustrating. Are you referring to your wireless speed?,internet_wifi_issue
@VerizonSupport I am referring to my WiFi at home,Gotcha! Are you able to run a speedtest with a hardwired device and post us the results? This will allow us to figure out the issue with your wifi speeds and help!,internet_wifi_issue
@VerizonSupport Yes I can do that,Can you run your test on this site. https://t.co/WkWnfbwpOV,billing_charges
almost 8 months since service interruption...30 repair dates ignored...still no service. 2017 Manhattan. #verizonoutrage,Are you still unable to come in chat?,equipment_router
@VerizonSupport Yes,Let’s get you over to our partner’s and they will assist you with your wireless concerns.,billing_charges
I am really starting to hate -_-,"We don't want you to feel that way, what is going on?",complaint_escalation
"@VerizonSupport I have time now and am at the cart. I do not have that model number and do not need the rental of the router, is it fine if I press continue?",What are you trying to do.,equipment_router
Another helpful call with @VerizonSupport. Wish all companies were this good.,Glad to hear it! We are also available 24/7 right here on Twitter if you prefer not to call.,mobile_phone_issue
"Haven't had a working phone since 11/14. Replacement was ""damaged"" in transit. New replacement was never ordered due to ""our mistake."" Why didn't someone unbox and hand him a phone? Unacceptable customer service.",Let’s get you over to our partner’s and they will assist you with your wireless concerns.,mobile_phone_issue
@VerizonSupport trying to replace a cell phone in your White Plains store. Here One half hour already. Getting no where. Furious.,Let’s get you over to our partner’s and they will assist you with your wireless concerns.,mobile_phone_issue
. hi why is your customer support answer to everything reset the modem? and when that doesn't work you guys offer me a new modem but really it's same model? why does your home internet service suck ass?,We are sorry that you feel this way. If replacing the modem has not worked we can see what may be going on.,equipment_router
"@VerizonSupport just placed a fios order, any chance of an earlier installation date? :)","Normally, we provide the first date available. What date did you get?",installation_availability
. you guys are the most trash company preying on your customers. I promise I'm going to tell every person I know to stay away from your trash customer service,We'd like to change your perception. What's going on?,internet_wifi_issue
@VerizonSupport slide in my dms https://t.co/fkCsk2lI7Y,You got it. We're following you now. Please feel free to DM us when you get a chance.,internet_wifi_issue
Paid fifteen bucks to have an for my #Pixel2XL shipped to my house by by 10:30AM the next day. Almost two hours after that time I wonder why I didn't just go thru . #DroppedTheBall #UnprotectedPixel2XL @VerizonSupport 💸💰,Thanks for the tweet! We'll refer this to our wireless colleagues since we handle Fios and DSL accounts.,installation_availability
"@VerizonSupport y'all I'm really frustrated with my service rn, is there someone I can chat with? Call wait times are too high, chat hasn't been working, can I DM y'all?","Hello, we will be glad to assist you. What issues are you having?",mobile_phone_issue
@VerizonSupport I had an agreement with you to fix a major issue and after a thousand attempts it was resolved. You forced me to pay the next 2 months only to be completely taken advantage of again! I have never felt so disrespected!!!!,Was this for Fios or Wireless (mobile) service?,equipment_router
I hate #fios support Can I just speak to a human? I have 3 broken set top boxes for one room. 10 minutes trouble shooting a box that was already troubleshooted last night. I'm not gonna lie I swore to the automated wench on the phone,You got humans here on Twitter! Please follow and DM us so we can take care of this set top box issue.,mobile_phone_issue
@VerizonSupport Mobile service. Check my acct you will see the notes and the guarantee that I would be repaid for previous mistake by YOUR COMPANY! And now they blatantly disrespect me like this. I am disgusted,Let’s get you over to our partner’s and they will assist you with your wireless concerns.,mobile_phone_issue
@VerizonSupport I got a human on the phone,Alright sounds good. Please let us know if you have any other issues. We'd like to help you stay off the phone.,mobile_phone_issue
"will literally not let me pay my bill because it doesn't believe its me signing in, OKAY fuck you then, don't take my money.",We'd like to assist! Is this for Fios or Wireless (mobile) service?,billing_charges
@VerizonSupport wireless,We are sending this over to so they can assist.,mobile_phone_issue
@VerizonSupport I chatted with rep. I am in!!! Have to wait a week :( Will check to see if anything opens earlier.,We're glad to hear! Please let us know if we can assist with anything.,installation_availability
@VerizonSupport The first date available :D just seeing if there's a secret way to get an even earlier date,"We can check, please follow and DM us so we can get the ticket information.",internet_wifi_issue
@VerizonSupport no i am considering adding it to my FIOS triple play,Thank you. We'll be glad to discuss DVR options. Please follow and DM us at your convenience.,complaint_escalation
wtf man,What's going on? We're here for you.,complaint_escalation
"How do I cancel my local phone service, ? It's landline FIOS.","The only address we have is the corporate address: 140 West Street New York, NY 10007",mobile_phone_issue
"So what do you all think, should we terminate ? What cable/wifi providers do you recommend or are using? Are you happy with them? We are planning to make a final decision in the new year!",Are you still having issues with your music channels? We'd like to help.,internet_wifi_issue
What is the point of signing a 2 year contract if my rate isn’t locked in for said 2 years? is a scam and not to mention the customer service is useless. Really considering cancelling.,We'd like to help clarify any billing issues you're having. Please follow and DM us at your convenience.,equipment_router
@VerizonSupport I have to physically go th that address to cancel service???,That is the corporate address and you can call 1-800-837-4966 to cancel.,mobile_phone_issue
"#Maryland #annearundel Awesome job on the Install Verizon! That was certainly some""White glove"" service. I wouldn't recommend you to my worst enemy. Way to take advantage of a stay at home mother of 3. Your installer wrecked my home and your supervisor was ignorant! https://t.co/s7i2nq1EIo",Oh no !!! Did we address this issue to get it resolved?,installation_availability
"@VerizonSupport Thanks, just got to name of corporate counsel and will be reaching out to him and AG.","You are welcome, have a great day!",installation_availability
It took me 4 phone calls to get a live human voice at customer service for a repair call from Verizon. The worst customer service I've ever experienced.,That is 4 phone calls too many! Please let us know if you have any other issues so we can assist through here.,mobile_phone_issue
@VerizonSupport No. the installer Foreman dismissed my concerns and now I'm waiting my time trying to deal with your insurance company. I'm being inconvenienced because of your installer and I have the burden of proof. My day is busy enough. Worst customer service EVER.,We'd like to make sure this is taken care of. Please follow and DM us at your convenience.,installation_availability
@VerizonSupport currently but will reach out on DM at soonest opportunity. Spoke with rep earlier and she was looking for update from engineer escalation team. thanks!,OK we will be here.,complaint_escalation
"@VerizonSupport Well, ive been charged for the third month in a row for a problem that wasn't my error. 1st month, paid online and my pymt info supposedly was wrong, so 5 days later my phone was shut off, and i was charged w/ a $5 late fee","To clarify, is this for Fios or Wireless (mobile) service?",billing_charges
"@VerizonSupport 3RD MF MONTH I AM CHARGED W/ A $40 ""RECONNECT FEE"" Let me remind you, we are on month 3 here of charges, and in the beginning, i paid on time and my info was correct. Even checked after talking to customer service just to be sure",Let’s get you over to our partner’s and they will assist you with your wireless concerns.,billing_charges
good job on messing up the shipping address after delaying shipment for an additional day! now I get to wait four days for a two day shipment! #FirstWorldProblems #blessed,Help is here! Is this in regard to your residential or mobile account with us?,installation_availability
@VerizonSupport I have a very rude technician handling my installation today and I would like to file a complaint,You got it. Please follow and DM us so we can collect information in our secure chat.,installation_availability
"@VerizonSupport @VerizonSupport chatting with support as we speak to find apartments near my area who are ready for fios, contemplating moving to a fios ready apt",Great. You are in good hands.,equipment_router
@VerizonSupport I'm already following you 😑😑😑😑,Awesome! Please feel free to DM us at your convenience. Let's find out what's going on with your technician.,tv_fios_content
"It was suppose to be installed in my house 2 weeks ago already and they still didn't install my new service, Verizon sucks I should of stayed by optimum, Worst costumer service",Let's get you installed! Please follow and DM us at your convenience.,installation_availability
@VerizonSupport Worst customer service in the business 10 year customer at $240 a month and can’t get my new service straight guess its time to shop around,Are you having an issue with Fios or Wireless (mobile) service? We'd like to help.,equipment_router
your services ends five miles from my house and I need to leave hughes net. HELP!!!!!!!!!,We'd love to have you! Please stay updated here for availability: https://t.co/36dylToUz3,tv_fios_content
@VerizonSupport I'm waiting 2 weeks already,Thanks for the DM. It certainly is crazy you still haven't been installed yet. Was there any reason given by the technician or sales support staff?,tv_fios_content
So needs to hand out some Local numbers to Emergency Officials to report emergencies. Calling 1-800-Verizon is NOT Acceptable. We need LOCAL Contacts WITHOUT Prompts! I had to use Chat feature to someone in India to even get a ticket made for this hazardous issue. https://t.co/RrVfx8QknY,Do you happen to have a ticket number that we can refer to?,mobile_phone_issue
@VerizonSupport Fios,Have you spoken with someone to see about lowering the bill?,installation_availability
and @VerizonSupport at what point do I ask your employees to stop watching football and pay attention to their jobs? #wheresmyphone,Let me partner you with our Verizon Wireless team .,mobile_phone_issue
@VerizonSupport Yes my service was changed effective today and now it’s not working properly spent hours on phone with no resolution time to look elsewhere,We understand your are frustrated. We would love to rectify your issues. Can you elaborate on your issue?,mobile_phone_issue
And I'm glad Verizon's customer support is amazing. Thanks @VerizonSupport,Thank you for the love. Glad we were able to provide a positive experience.,complaint_escalation
That settles it. I'm calling Verizon for fiber to the home internet.,We'd love to have you! Please check here for availability: https://t.co/b3wCUBTMtK,mobile_phone_issue
@VerizonSupport Made changes to my service to lower my bill and am now having problems with fios tv spent an hour on phone with no success,What issues are you having ?,tv_fios_content
@VerizonSupport No. Nothing,Can you please follow and DM us?,complaint_escalation
@VerizonSupport Rather than wasting more of my time how about have a supervisor call me,"We would love to be able to handle your concerns through Social Media platform. If you would like to speak to a supervisor concerning this issue, please contact our support team at 1-800-837-4966.",mobile_phone_issue
"Day 13 without internet. In those 13 days over 6 hours on the phone with Verizon and over 30 ""committed repair times"". @VerizonSupport",That's frustrating. Do you have a repair ticket?,internet_wifi_issue
@VerizonSupport Yes apparently there's an outage in my area,What is the ticket number so we can check the status ?,internet_wifi_issue
"just changed my data contract without my consent, said it was ""in my best interest""- I guess this is how they're spinning some shady shit! looking better every day! https://t.co/jR60wxJuJ7",Let me partner you with our Verizon Wireless team .,equipment_router
I hate being as much as I hate going to @Walmart with there 20 check out lines and 3 open registers,What's going on?,complaint_escalation
"No one that works for the company understands their plans, OR they have been trained to lie to you to get you to sign up and suddenly you’re paying 3x what they told you. It’s pathetic. They used to be a good company.",What's going on?,plan_product_upgrade
@VerizonSupport PAHM03EUVA,You are part of an outage. The estimate restore time is 10:45P,mobile_phone_issue
"Hey why does it take a week for me to cancel tv and get a price quote on different stand-alone internet packages from you? Last I heard on Mon/Tues was ""your system was glitched and couldn't see prices"" and that I'd get a call back today by noon. Yet not a word.",Let's get you some help with that! Please send us a DM at your convenience.,internet_wifi_issue
"@VerizonSupport your website sucks ass. inaccurate/inconsistent information, chat agents put you through the wringer for authentication after I logged in…presumably, you’re authenticated once you sign in, right? Why so fucking difficult?",Are you having an issue with Fios or Wireless (mobile) service? We'd like to help.,account_login
WORST customer service experience ever with Verizon. Take responsibility for your mistake.,What issue are you having? We'd like to help.,complaint_escalation
"@VerizonSupport Desktop, dsl from phone line, dry loop",Thank you. Please follow and DM us at your convenience.,mobile_phone_issue
Just had worst customer support experience of my life thanks to Tricked into signing new 2 year agreement- Mr. Parker (won't give name or ID #) the supervisor no help. Call back from his supervisor in 3-5 business days. Consider me a new customer,Allow us to make this right Frank! Please follow and DM so we can gather more info.,mobile_phone_issue
"@VerizonSupport Long story short, Verizon store would not accept my phone in store for trade and said to call customer service for packing and shipping label . I had to call multiple times and never recieved it. I did however still return the phone but they said it was past the deadline",Allow us to get you over to our for assistance.,mobile_phone_issue
disappointed in &amp; may need to swith to 🧐,We'd love to have you! Please let us know if we can assist with switching.,complaint_escalation
is the worst,"We don't want you to feel that way, what is going on?",equipment_router
sucks sooo bad#Don't get Verizon,We'd like to change your mind. What issue are you having?,tv_fios_content
@VerizonSupport#THEY SUCK!!!!!!,This is not the perception we want you to have of us! Allow us to turn this around. How can we assist?,internet_wifi_issue
"@VerizonSupport #Verizon is the worst service ever, CSRs are stupid",Are you having an issue with Fios or Wireless (mobile) service? We'd like to help if possible.,complaint_escalation
@VerizonSupport Just followed but unable to DM - of course this didn't work,Apologies for that. We're following you now. Please feel free to DM at your convenience.,installation_availability
Waiting at is like waiting at the hospital! Bring a book to read or people watch! Im 5th on the list now! 😂😲😨🤔,Help is here! How can we assist?,tv_fios_content
@VerizonSupport I'm taking Verizon to court!!!,"We want to help, can you please follow and DM us.",complaint_escalation
@VerizonSupport HEY!!! I'M STILL WAITING FOR SOMEBODY ON THE LINE!!!,We can help get you upgraded Marcela! Please follow and DM so we can continue.,complaint_escalation
Fios sucks sooo bad!!!! 39 minutes waiting!!!!,We cannot discuss terms until you follow and send us a Direct Message. We are now following you Marcela!,tv_fios_content
we recently upgraded our internet speed but it seems to be slower. Takes forever to load websites. Any ideas?,"Let's figure this out, can you run a test for us at https://t.co/yMMRB4VWSM",internet_wifi_issue
Not for long. Gonna cut that cord and use Verizon internet.,We have many different bundles fit for your liking! Use this link to check them out now! https://t.co/WAmiBBHv3R,internet_wifi_issue
was giving out free muffins and hot drinks down my street and now I’m considering switching 🤔,We have many different bundles fit for your liking! Use this link to check them out now! https://t.co/uFAmZdjhrx,plan_product_upgrade
TRUCKS! FIOS TRUCKS! It's better than Santa's sleigh!! Down with ! Monopoly in my neighborhood no more!! Seriously cannot wait.,We have many different bundles fit for your liking! Use this link to check them out now! https://t.co/vWYy0Xon9f,installation_availability
@VerizonSupport why are you trying to charge me for a new remote control that is only 6 months old? Xfinity doesn’t do that...,"We can take care of this, please follow and DM us.",equipment_router
So now you can go over an internet limit with @CoxHelp That makes zero sense And it looks like fios is getting a new customer,We would love to have you! https://t.co/XkCZFSzN58,internet_wifi_issue
I always forget to pay my internet bill and I'd like to take this time to say I'm sorry,"It is OK, we do have auto pay options!",internet_wifi_issue
Verizon sucks big time,This is not the perception we want you to have of us! Allow us to turn this around. How can we assist?,tv_fios_content
@VerizonSupport 's phone hasn't taken or received phone calls since 2 p.m. Today and can only send iMessages on wifi. Can you help?,Thanks for the tweet! We'll refer this to our wireless colleagues since we handle Fios and DSL accounts.,mobile_phone_issue
@VerizonSupport Data speeds are horrible @ SMF https://t.co/ngJK6aqEsd,We want to provide the correct support. Is this regarding your Mobile or Residential services?,internet_wifi_issue
"How is it possible that in Washington, DC, doesn't have CSPAN in HD? Takes a lot to be surprised at a cable company's bad service but wow",Our apologies as we broadcast the feeds that are provided to us.,installation_availability
"I have been on hold for 98 minutes, what are y’all doing? @VerizonSupport https://t.co/Pm1eI9GfEB",Thats 98 minutes too long! What's going on? We're here for you.,internet_wifi_issue
any way you can shake loose an installation time that isn’t shown online?,Are you seeing times that are not good for you Justin?,installation_availability
is garbage. My office phone hasnt worked right since September. Now the VM PW is suddenly rejected and after 2 weeks they still can’t fix it 🖕🖕🖕Verizon,We want to provide the correct support. Is this regarding your Mobile or Business land line services?,mobile_phone_issue
@VerizonSupport My office phone and internet have been out for two weeks. Maybe it’s for me?,We'd like to make sure you're back up and running. Please return to the secure chat link at your convenience so we can at least run some tests for you.,internet_wifi_issue
@VerizonSupport I have December 11 scheduled but it’d be perfect if it could be the 10th...,Please follow and DM so we can continue.,installation_availability
That shit suckssssss dropping it for Fios this week 😂😂,We have many different bundles fit for your liking! Use this link to check them out now! https://t.co/uFL4vrzFlK,internet_wifi_issue
what channel is the Sixers game on if it's Blacked out on NBA tv??? 08901,We do not have control over blackouts. If you are unable to view the game on that channel. Try your local channels.,tv_fios_content
@VerizonSupport what channel is the Sixers game on if it's Blacked out on NBA tv??? 08901,"Try searching the guide using the ""B"" button for your local line up.",tv_fios_content
@VerizonSupport They just know we all have so many problems.,Help is here! How can we assist?,internet_wifi_issue
"@VerizonSupport when I check my voice mail it says that ""voicemail is not active"" - how do I activate it?",Is this for Fios or Wireless (mobile) service?,equipment_router
@VerizonSupport I was given a device that some idiot sent to redirect my calls which also didn’t work,"Understood, please follow us and DM the ticket number so we may get started.",mobile_phone_issue
why is doing this 🤨 never had this problem before 🤔 https://t.co/C7C5tYh1nf,"Our apologies as we have no control how they choose to provide their content. You can try searching from the guide using the ""B"" button for your local line up.",internet_wifi_issue
Starting to wonder about ... getting 1/3 my speed again...,Let's get you up to speed! Are you getting the speed issue on wired or wireless connections?,complaint_escalation
"Same. , What's up with this? Why is blacked out in Northern NJ?","Our apologies, as we do not control blackouts.",internet_wifi_issue
@VerizonSupport It’s a nice simple small claims case,We would like to assist since you reached out to us here. We are here 24x7 for when you have a chance to DM your Ticket number.,complaint_escalation
@VerizonSupport Your support sucks! It really really does.,We'd like to turn your opinion around. What's going on?,tv_fios_content
"@VerizonSupport Definite wireless. My Xbox is wired, and video constantly slows and has to cache. So I think that too",Thank you and sorry to hear about the trouble. With no other active devices post your wired results from https://t.co/nvgWR6fWrr so we have a benchmark to work with.,mobile_phone_issue
@VerizonSupport I DM’d y’all 10 minutes ago .I’m still on hold....,"Apologies, we don't see any DMs. We'll try sending one to you right now.",complaint_escalation
@VerizonSupport Just WIFI. Tech moved our router but did not fix the issue. Said our router wasn’t strong enough to cover entire house. We have zones with zero signal.,"Understood, how old is the home as it may have something to do with construction and materials used? Have you ever used range extenders in the past as that is something we now offer?",equipment_router
@VerizonSupport Getting poor reception on new iPhone 8+ in my office building. Anything I can do to change that. Causing major problems with job. Thanks in advance. #26yearcustomer,Thanks for the tweet! We'll refer this to our wireless colleagues since we handle Fios and DSL accounts.,mobile_phone_issue
@VerizonSupport Trying to get my father's Verizon DSL activated. Been on the phone with Verizon tech support from India over an hour! Wow who's giving me the hour of my life back?,Let's get you some help. Please follow and DM us at your convenience.,mobile_phone_issue
I have called Verizon 7 times waiting 5- 10 minutes each time and no one still has answered my call.,Help is here! How can we assist?,mobile_phone_issue
@VerizonSupport are there sign on issues? I am trying to activate the USA app on my applets and have been sitting at “verifying your account” for 10 minutes. https://t.co/GgMPgJnKjG,Let's investigate! Does it only happen with that specific app?,account_login
@VerizonSupport It happens within the IOS USA application and in safari on my iPhone. If also happens on Firefox and Safari on my Mac. I am going to https://t.co/IquwA5nRvB to start the process.,That's odd! How long have you noticed this issue?,mobile_phone_issue
"Your after hrs online chat support, totally screwed my new service installation and my evening. Any ph# to call for support? (evening hrs)",That's not good at all Ashish! Please follow and DM so we can gather more info.,installation_availability
@VerizonSupport It’s a little higher now https://t.co/Lg4MzEaYY2,Those wireless speeds look good. What do you get wired with no other active devices?,internet_wifi_issue
@VerizonSupport I was trying to pay one of the devices off on my plan but no one is answering the phone.,Allow us to get you over to your for assistance.,mobile_phone_issue
@VerizonSupport I have a few issues. But I don’t think Verizon can help with them.,We want to provide the correct support. Is this regarding your Mobile or Residential services?,billing_charges
"@VerizonSupport TWC in New York had it. I don't know where you get the feeds, but Verizon is big enough to make this better if it wanted to. Then again, despite several appointments my service is spotty enough I'm watching on a livestream. Should probably switch to Comcast",Sorry to hear about the trouble. Are you having the trouble with a live stream over the internet or Live TV though a set top box?,billing_charges
@VerizonSupport I noticed it about 25 minutes ago.,Is this the only site causing issues?,mobile_phone_issue
"@VerizonSupport It appears everything is fine now.... this happens a lot, randomly",Thank you. Do the wired speeds ever go below 65 Mbps?,tv_fios_content
@VerizonSupport And I’m nowhere near Philadelphia or Boston https://t.co/kUo25bgAcp,"Use the ""B"" button to search if the game is on your local channel. We are unable to control blackouts unfortunately.",internet_wifi_issue
