customer_message,support_response
@115725 @VerizonSupport is playing their customer experience A game today. Nice work! And thank you. #VerizonGretchen https://t.co/xCzzv7vxxa,"@816469 No worries at all.  Let us know if you ever need anything else.  We're always her for you, my friend. ^BCW"
@115722 has the worst customer service since @137434 and they r hard to beat,@816468 We hate to hear this Mark.  What seems to be going on?  We'd love to help and get this turned around for you. ^BCW
@115722 @VerizonSupport My internet &amp; phone are down.,@188976 Let's get them back on! What color is the System Status light on your battery backup unit? ^DDD
"@verizonsupport Shame on you for your terrible customer service. I've reached out 4 times now and this is what I get, on top of poor service. My issue is unresolved and I'm refused a tech. https://t.co/tk1a8vIP7M",@816467 @115725 We'd like to work on your issue. Please follow and DM us at your convenience. ^DDD
I am so disappointed in the customer service at Verizon. They sent us the wrong TV equipment and are making us pay premium prices for different equipment than we signed up for...how would we know we were given incorrect boxes? #badservice #hiddenfees,@816994 Let's investigate this! Please follow and DM us at your convenience. ^DDD
"@VerizonSupport Internet &amp; phone just came back on. Not sure what happened, but glad it’s back.","@188976 Awesome, we're glad to hear! Please let us know if it happens again. ^DDD"
@VerizonSupport Am I expected to do this every 24 hours? That's how long the Alarm Silence lasted. Bedden back to beeping every 15 minutes since this morning.,"@633638 Try unplugging the power and removing the battery. After 3mins, put the battery back in and power on. This should help with the beeping. Let us know. ^DDG"
Okay... @VerizonSupport got me like 🙄🔫,"@816990 What seems to be going on to have you feel that way, Michael? ^BCW"
I need a new landline &amp; WiFi service for my business and now @115722 is losing,@816993 What seems to be going on today?  We want to help. ^BCW
@VerizonSupport I’ve been on hold forever and cannot reach anyone in the business department. And my residential renewal rates did not meet my satisfaction,"@816993 We hate to hear that.  For the business stuff, you would need to cal in.  However, we can help with the residential stuff here if you would like. ^BCW"
Back online - 7 days later - but problem finally resolved. Thank you @VerizonSupport and in particular “Dave”,"@812415 Glad we could get everything working, please let us know if you ever need assistance again. 
^ACM"
"@VerizonSupport Well, I ordered a new phone 10 days ago and still haven't gotten it. And after calling customer service four times over the past week, I'm told that this morning my order was canceled. So now I'm on hold again while another customer service rep tries to take care of this...",@816990 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. ^DDD
@816992 @115722 @116136 @115900 Not to mention we are out $25 for doggie daycare and they were a no show!  Btw...3:30 and still no promised “update”.,@816991 We can look into this for you. Please follow and DM us. ^KMG
@115722 just left my house about an hour ago fixing my system and here we go again with more issues. Now they really need to cut my monthly bill in half because DirecTV is looking really good right now. https://t.co/EZiiQstKdG,@274039 Oh No!  Are you able to play anything else On Demand. ^BCW
@VerizonSupport I need some help,@816989 How can we help you? ^KMG
@115722 @VerizonSupport It really sucks that upgrading to gigabit service as an existing customer is significantly more than as a new one. Being punished for loyalty is surreal.,@817414 Have you been made an offer?  ^DDG
"@VerizonSupport I figured it out, thanks.",@816989 No worries at all.  Let us know if you ever need anything else. ^BCW
@VerizonSupport Going to Toronto for a few days. Do I need to make any changes to my standard plan if I only text/call on Wifi while I'm there?,@817413 That's a great question.  We would want to bring in our team with @115990 so they can answer this for you. ^BCW
"add us to this list of people who can't get @232914 to not be distorted https://t.co/WqnKwdScW3 @VerizonSupport we have a pretty new box, and no problems on other channels https://t.co/Fxh4Ar7jW0","@185613 We can help with this issue. Please DM us to continue. 
^HSB"
@VerizonSupport I have no service with you at all. Can't I just unplug it and remove the battery forever?,"@633638 Yes, you can do that since you do not have service with us. When the battery is dead the beeping will stop. 
^HSB"
@VerizonSupport Transferring service to home I am purchasing. Spoke to 5 people over 3 hours and all can't think outside box. May need to cancel fios,@816468 We're here for you Mark! Please follow and DM so we can gather more info. ^DDG
@VerizonSupport I cld and was told it’s random unwanted channel switch no reason and I’d have to pay $10 more to upgrade to get all 3 #bogus,@798029 We can certainly take a closer look at this for you if you wanted to follow and DM us. ^BCW
@115722 Will Fios hit the chicago land area?,"@535338 Not sure, but you can sign up for updates at this link.  https://t.co/JOrQIeWLLk ^BCW"
@VerizonSupport Thank you!,"@633638 You are welcome!
^HSB"
@VerizonSupport the worst ever... fuck y'all,@817412 We'd like to turn the sentiment around. What's going on? ^DDD
@115722 I'm in a Verizon store because I've been trying to call Fios customer service for three weeks now. Are you kidding me? I was told I have to call 1-800-Verizon.BTDT.Think I'll just change providers at this point.Let them do it for me. #verizonstoreisempty Wonder why.,"@244492 We are right here to help, what is going on?
^ACM"
@VerizonSupport I’ve had it with your awful customer service. We made a billing change Friday and in consecutive days we’ve lost the internet and now phone. WTF?,@817411 We'd like to help! Please follow and DM us so we can discuss. ^DDD
"@VerizonSupport Well that was quick. I want to cancel my home phone, and cancel one bedroom box. And then go over my bill because it's ridiculous. But I'm not going to wait ""more than an hour for the next customer service representative."" Not at the prices I'm paying. So you tell me what to do.","@244492 No problem, we can take care of that right here.  Please follow and DM us. 
^ACM"
"@115722 @VerizonSupport  I've been on hold with cs for nearly 30 minutes, my entire break. I'd call after work but your support hours are extremely limited. Very frustrated!","@817866 Sorry to see that you have been on hold for your whole break. We have 24/7 support but we can also help here. What trouble are you having with your service?
^HSB"
@VerizonSupport I was finally able to reach a representative who was very kind. Technical issues are forcing her to give me a call back. I'd like to keep lines of communication open here.,"@817866 Sure thing! If you need us just send a tweet and we will be glad to help. 
^HSB"
"@VerizonSupport First of all, I need the sales gentleman that researched and delivered an offer with my #specific requirements. I cannot find his e. If you make it shiny, I will sign on right now. You can install tomorrow.",@805229 We can see what offers our billing specialists have available. Please follow and DM us at your convenience. ^DDD
@VerizonSupport Just so we are all on the same page? I followed and DM'd. When they told me to. I'm not holding my breath.,@244492 Were you able to click on the secure chat link provided through DM? ^DDD
@VerizonSupport New York,@135939 Thank you. Please follow and DM us so we can assist. ^DDD
@VerizonSupport The issue was ultimately solved. What was initially a frustrating experience ended with me being completely satisfied. A+ to the representative who helped me.,"@817866 Awesome! We are happy to hear that the issue has been resolved. If you ever need us we are here 24/7 and will be glad to help. 
^HSB"
@VerizonSupport Ridiculous. Thank you anyway. Not. https://t.co/GoJZUqHyzg,@244492 You should be in a chat session by now. You're still waiting? ^DDD
"@VerizonSupport Just by the online tools, which say $95/month, up from $75 from our current service.",@817414 We can have our billing specialists take a look at what offers are available. Please follow and DM us at your convenience. ^DDD
Gee thanks @115725 guy came to upgrade my internet this morning and left me with no internet for over 8 hours awesome service man preciate u,"@818290 That is no good, is your service back on?
^ACM"
@VerizonSupport Still waiting. I can't wait any longer. Thanks for your help. Please DM me an address. You HAVE to have a corporate office in the NY area.,"@244492 Fios Corporate Office Headquarters
140 West Street New York, NY 10007 USA
Corporate Phone Number: 1-212-395-1000
Corporate Fax Number: 1-212-571-1897
Fios Customer Service Number: 1-888-553-1555

^ACM"
@115725 expected call from supervisor by 4:15est. That's over an hour ago. Customer service fail. You're about to lose a 12+ year customer,"@818292 We'd never want to lose you as a customer. Are you having trouble with your residential or cellular service?
^HSB"
@VerizonSupport Thank you.,"@244492 You are welcome. We apologize for the time spent waiting in our chat queue. 
^HSB"
@113813 My Fios WiFi don’t work even when I sit in front of the modem 😒😒,@818293 Let's make sure it works! Are you at home right now to troubleshoot with us? ^DDD
@VerizonSupport Nope I’m at work but will be home after 7,"@818293 Cool, we'll be here for you when you get a chance. Please let us know when you are home. ^DDD"
@VerizonSupport how many towers do yall have in marin county california. my service sucks out here.,"@478607 We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. 
^HSB"
@VerizonSupport No.,"@818290 Is the tech still there? If not, did they say why they were leaving without restoring the service?
^HSB"
@VerizonSupport -- cellular. Supervisor scheduled to call e/in an hour. It's been &gt;2 hours and I'm confident I will not receive a call.,@818292 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. ^DDD
Ridiculous @115722 makes you pay for shows when you are already paying for that channel,"@818291 We are always taking feedback for our on demand. Please DM us to continue. 
^HSB"
@115725 @VerizonSupport It’s sssllllllooooooowwwwwww,"@818289 Could you run a test for us at https://t.co/yMMRB4VWSM
^ACM"
@VerizonSupport Something about there being an issue on Verizon's end and could send the signal.,"@818290 We can look into this for you. Is the internet light currently lit on your router? If so, what color is it?
^HSB"
@VerizonSupport Red,"@818290 Can you locate your battery backup unit and let us know what lights are on that?
^ACM"
@121488 @Ask_Spectrum I’m just waiting for Verizon Fios to be available in my area.,"@262738 You can stay updated on our availability here https://t.co/urZilxm0Wo 
^HSB"
@VerizonSupport question for you? I’ve been on a family plan for years and years. I want to upgrade but my family doesn’t want the bill higher. Is there anyway I could pay the device payment separate or pay part of the bill myself?,"@818742 Good question!  We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. They will be in touch. 
^HSB"
@136221 @VerizonSupport my google pixel has been dropping incoming and outgoing SMS messages. are you trying to con me into buying a pixel 2?,"@818740 That's not what we would do.  We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. They will be in touch. 
^HSB"
@VerizonSupport fios is the working in Maryland ?!? Is it down??,"@818739 There are no major outages reported, are all your services out?
^ACM"
@VerizonSupport why would I have a distorted picture on only 1 channel?,"@819160 That depends. How is this distorted? Is the picture not fitting the screen or is the channel pixelated?
^HSB"
@VerizonSupport Yes everything how long is it going to take ?,"@818739 Do you know where the battery backup unit is at in your home? It may look like one of the following models. We can use this to reboot the network terminal. 
^HSB https://t.co/HWQp3XS7Yh"
"@115722 You're 1GB/s service is the worst. I had faster internet with 100/100 before I ""upgraded""...Can't even load a video on https://t.co/tudIujxzDx I was barely interested in...","@819162 Hello Jason, Have yiu reset you battery backup and router?
^NHP"
"@VerizonSupport wtf Verizon, what’s going on with the damn service. It sucks man","@819161 Are you referring to cellular or home Fios services?
^ACM"
@VerizonSupport Pixels and lines in the screen https://t.co/B96FGgK1nG,@819160 That's not good at all. How long have you noticed this issue? ^DDG
@VerizonSupport Cellular. It’s been crappy for the past month and it gets worst by the day,"@819161 We are sending this over to @115990 so they can assist. 
^ACM"
@VerizonSupport Yeah it’s in my basement,"@818739 Can you please go to that location and let us know which lights are illuminated?
^HSB"
@VerizonSupport It’s This one https://t.co/bLr56X77CF,"@818739 Disconnect the box from the wall for 1 minute. Wait 5 minutes for it to reset and reset the router.
^NHP"
@VerizonSupport It’s been going on for a while. It’s only@one channel and only in 1 room. This channel works fine in the living room.,"@819160 Disconnect the coax from the back of the box where it says FIOS TV IN, and then reconnect. Let us know if that helps. ^NHP"
"@VerizonSupport I've reached out to Verizon on June 27th, July 24th and Sept 5th and opted out from ""do not mail"" list every phone call. I was told it would take 90 days which it is well beyond 90 days from my first two phone calls.",@135939 That's not good at all Samuel! What area are you located? ^DDG
@VerizonSupport Not working!!!,"@818739 Thank you for trying. Please DM us so that we can take a deeper look into this issue for you. 
^HSB"
Really @VerizonSupport @115725 https://t.co/wogLCi9uuq,"@819159 Hello, Please test your service wired and wireless.
^NHP"
"@VerizonSupport Astoria, Queens","@135939 Thank you, do you happen to subscribe to Fios services? ^JRA"
"Hey, @115722, I miss you guys! Let's make a deal...","@819466 We would love to have you with Fios! You can check for availability at https://t.co/eCmkIfmZIk  
^NHP"
@VerizonSupport help,@819581 Help is here! How can we assist? ^DDG
"@VerizonSupport Yup, it's available - guess I just have to make the call then... https://t.co/PqcBV6toL4",@819466 You can also check https://t.co/w19qM3WWSw as the promos will be different compared to what will be offered when calling in and speaking with an agent.  ^JRA
@VerizonSupport My internet went out and it now says limited on my router has an orange light any way i can get help on how to fix or a number to call?,"@819581 Have you reset the router?
^NHP"
@VerizonSupport 4 times,"@819581 We can help! Try a manual reboot. Do so by unplugging the router and unscrewing the coax cable. After 3mins, re-screw the coax cable and plug in the router. This should help! Let us know. ^DDG"
@115725  your customer service sucks! You guys are horrible to deal with!! This is like my 6th call since Friday. And guess what? I still have no tv and no internet,"@819579 Oh no, sorry to hear about the trouble. That is a long time to be without services. Do you happen to have a repair ticket? Follow us and DM the ticket number so we can check what the issue can be.  ^JRA"
"@VerizonSupport I am a new customer, but apparently the person before has never had their account disconnected. So no you can’t comnect mine. It’s an apartment so this has nothing to do with me. But still want me to jump through hoops","@819579 Hello Tony, Have you faxed in a copy of your lease?
^NHP"
"@VerizonSupport Is there a trick to make the HD version of an episode play on On Demand instead of SD? The episode says ""HD | CC"" but it only plays the SD version. I've rebooted my STB, but it's still in SD. Thanks.","@819582 Hello Anne, Please send us a DM so we can take a look into this.
^NHP"
@VerizonSupport It looks like the backup battery was dead.  I replaced it and still the same thing. Top light red bottom is white,@809398 Thank you for trying. Was the System Status light green? ^DDD
@115722 on hold 37 minutes ... two cs agents took call and put on hold,@819583 We'd like to help! What issue are you having? ^DDD
@VerizonSupport it didn’t change 😢,@819581 Do you happen to know where your BBU is located for a reboot so the data port can be initialized? It can sometimes be located in a garage or basement and can look like 1 of the 2 units.   ^JRA https://t.co/daRUxQemQ9
@VerizonSupport Yes,@809398 Thank you. Please follow and DM us so we can discuss further. ^DDD
@VerizonSupport Emailed it,@819579 We would like to assist. Please send us a DM so we may get started. ^JRA
@VerizonSupport mine is a square doesn’t look like those but it’s right here next to me,@819581 Thanks! Do you see any kind of reset button on it? ^DDD
"@VerizonSupport I️ can turn in the TV, and the cable turns on, but It won’t allow me to change the channel via the remote or the box. Nor will It even turn off. Help please.",@819578 Sorry to hear about the trouble. If the issue is just isolated to 1 box unplug the power cord for about 30 seconds to reboot it. Plug the power back in then allow it some time to reboot then test.  ^JRA
@115725 You have the worst internet service I have ever used.  My internet has not been working properly for the last 2 weeks.  I called customer service tonight and was on the phone for over an hour to still have no connection,@819975 Let's work on your internet issues! Do you have Fios or DSL service with us? ^DDD
@VerizonSupport not that I see,@819581 No worries. Is there at least a power cable plugged into an outlet? ^DDD
@VerizonSupport Didn't want to waste another hour on the phone so I hung up.,"@819978 Understood, and our apologies. If you ever need assistance in the future reach out to us as we are here for you 24x7. ^JRA"
@VerizonSupport Okay trying that now!,@819578 We're glad to hear! Please let us know if we can help with anything else. ^DDD
@VerizonSupport that yes,"@819581 Can you unplug the power for about 30 seconds to a minute then return the power?
^HSB"
"@116136 your ready for a new customer, @115725 playing games with me",@819579 This is not the perception we want you to have of us! Allow us to turn this around. How can we assist? ^DDG
@VerizonSupport I want a credit to my account or plan on cancelling my service.,@819978 We don't want to see you go. Our apologies as we have no control over games that are blacked out.  ^JRA
@VerizonSupport I have internet that's it.  Paying threw the nose for service that doesn't work,@819975 We'd like to help you get that internet working. Do you have Fios or DSL service with us? ^DDD
"@115722 Hey I see people are having problems with their Wifi not working in their home, same with me.  I've reset and unplugged nothing! :(","@224037 We know that this is frustrating but we will be glad to help. Is the internet light currently lit on your router? If so, what color is it?
^HSB"
@115725 I will be letting everyone know of bad experience I have had with you! This is all before my service is connected. I can only imagine what would have happened if I had service connected with you! Get it together,@819579 We understand you are upset as you want to have working services. The next available agent can assist in our private chat so we can build a case and work this to resolution.  ^JRA
"@VerizonSupport For the past two weeks I've experienced a very weak signal at my home where I work (zip: 95835) and, as a result, keep dropping calls or losing reception. Please advise.","@819977 We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. They will be in touch
^HSB"
@115722 once again on hold for 30+ mins because once again my internet is out.,@597324 Let's get you off that hold! Are all other Fios services out as well? ^DDD
@115725 almost a month and our on demand has been doing this. Can you please fix our service already? https://t.co/tGbppj9Q7J,@819976 We're on it! Have you already rebooted both your router and set top box? ^DDD
@VerizonSupport Just internet,@597324 Sorry for the delay. Do you get a red internet light after rebooting the router? If so do you know where the BBU is located so it can be rebooted to initialize the data port? ^JRA https://t.co/pCgNaJniEq
@VerizonSupport a month later and still doing this. Already had a tech out and a no show for a technician the second time. Can you please restore our service? https://t.co/FICZP0QCpV,"@819976 Disconnect the coax from the back of the box where it says FIOS TV IN, and then reconnect. Let us know if that helps. ^NHP"
@115722 this happens a couple times a week!!!  For $220/month? https://t.co/TzpGcVS3ij,"@180924 We're on it! Can you try disconnecting both power and coax cables from the box and wall jack? Reconnect after 30 seconds.
^HSB"
@VerizonSupport We have tried all the basic troubleshooting multiple times. Nothing works. Verizon said they are aware of the problem and that it will be restored within 2 days. This is week 4 and the problem is not fixed,"@819976 Do you have a trouble ticket we can take a look at? Please send us a DM with that information.
^NHP"
@VerizonSupport i did and the internet slot is still orange,"@819581 Thank you for trying. Please follow and DM us so that we can take a deeper look into this for you. 
^HSB"
@VerizonSupport I’ve done that a bunch of times,@180924 Thanks very much. Please follow and DM us when you get a chance. ^DDD
@VerizonSupport Dsl,"@819975 Is the internet light currently lit on the router?
^HSB"
@VerizonSupport Hello?,"@346244 Hello Joshua, How can we assist you with your Fios service tonight?
^NHP"
6 customer service reps and 2hrs on the phone later @VerizonSupport yet again proves they can achieve absolutely zilch,@819974 We'd like to help. Are you having an issue with Fios or Wireless (mobile) service? ^DDD
"@VerizonSupport 3 days on the phone wz Verizon to fix my business phone lines. The most unprofessional, incompetent, careless ppl. Phone calls answered from Mexico by ppl who don't care and put you on hold for 30min..and come back with nothing",@819973 We would like to assist. Is this for business landline or wireless phone lines? ^DDD
@VerizonSupport Trying to get an accessories order rerouted to a ups pickup location,@819974 Was this for a Fios or Wireless order? ^DDD
@VerizonSupport Still having issues.,"@797154 Let's check for outages in your area. Click the link below to enter your information. ^NHP
https://t.co/keNQ19bVUs"
@VerizonSupport Waited long enough to get a rep. All good.,"@597324 Great to hear, thank you for letting us know.  ^JRA"
@115955 @114107  I called spectrum to inquire why my internet was slower than advertised at 3 times the price.  Your tech acted as if I was scum from Time Warner and was luck to get service. Well Verizon 100/100 is 39.95. good bye spectrum @115725 thanks,"@820141 Not a problem, if you ever need assistance we will be here for you 24x7. ^JRA"
@VerizonSupport A tech came today and fixed the issue. It only took 4 weeks for them to send someone 🤦🏻‍♀️ A month we paid for really bad svc and NO high def and even some of the regular stations didn’t work. We’ve been customers for about 11 years. I was pretty disappointed.,"@180198 Was the tech able to resolve all of your service issues?
^NHP"
@VerizonSupport Landlines,"@819973 We'd be glad to help here. Is there static on the lines or no dial tone?
^HSB"
"@VerizonSupport you guys sent a creepy door2door guy to my house, who said some REALLY inappropriate stuff to my wife. May want to reply to me and prep for State Police investigation","@820352 Oh no, our apologies as we never want to hear this. Please follow us and send a DM so we may verify some info with you to start our investigation. ^JRA"
@VerizonSupport https://t.co/jQ49gmCIf2 accessories order,@819974 We will have to refer this to our wireless counterparts @115990 for all your mobile concerns. ^JRA
"@Ask_Spectrum Why did you tell me I am lucky to have service, slower than you advertise and three time the price.  Hello @115725  100/100 at 39.95 stand alone Nothing pleases me better that screwing you like you did me.",@820141 We'd love to have you! Please let us know if we can assist with switching. ^DDD
@VerizonSupport Yes!,"@800726 Please follow and DM us so we can take a look at your service.
^NHP"
"WTF, @115722 is dropping frames while streaming. SOOO STUPID","@645471 Allow us the chance to look into this for you. Can you run a trace route to the game server and share your results?
^HSB"
@VerizonSupport hit me up please. I have a billing question. Thank you.,@458349 We'll be glad to. First is this regarding Fios or Wireless (mobile) service? ^DDD
@VerizonSupport I switched to @115725 HAPPY HAPPY HAPPY. @1625 bad bad bad.  Thanks you @115725  Posting everywhere how slimy @ask_spectrum is,"@820141 Awesome! Welcome to the family! We are happy to have you and we are just a tweet away if you need us. 
^HSB"
@VerizonSupport Yes.,@180198 Thank you for letting us know. Are there any other issues we can assist with? ^DDD
"@VerizonSupport mobile service, can I dm you regarding this question?","@458349 Before you send the DM. We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. They will be glad to help. 
^HSB"
.@115725 @VerizonSupport whats going on? Am I being throttled or is something up in VA? I am paying for 50up50down. https://t.co/wq8lkZv7H2,"@820350 Oh no, are the results over a wired or wireless connection? ^JRA"
"@115722 trying to stream a basketball game, in my house, about 10’ from my AP, and the picture is constantly freezing. Audio goes, pic stops. 2017 iPad Pro. So it’s not a hardware issue.","@820349 Have you rebooted your router? And are you having this issue with other devices as well?
^NHP"
@VerizonSupport Both,"@820350 You received the same speeds on the wired and wireless test? Can you share your results from the wired test at https://t.co/s83i3KK2mn?
^HSB"
@VerizonSupport WTF?! 100/100 LOL Def wish I had comcast at this point https://t.co/UWPH51UQRM,@645471 We'll be glad to get you up to speed. Please follow and DM us at your convenience. ^DDD
@115725 about to be in a world of trouble messing with me! 🤬,@820351 We don't want you feeling this way and want to provide the correct support. Is this regarding your Mobile or Residential services? ^JRA
@VerizonSupport Yes and yes. iPhone X also doing it,"@820349 Did you use a paper clip to reset your router?
^NHP"
"@VerizonSupport Hi, repair ticket PADQ0B2MQM has been created &amp; your appointment is 11/19 between 10am &amp; 12pm. Please go to https://t.co/11BRwYnyI6 for status.",@819976 Apologies for the trouble. We see that the issue is actively being worked.  ^JRA
@VerizonSupport  https://t.co/olhb2RM9Tl,"@820350 Thanks, following. ^JRA"
"I was on the phone so long with tech help on @115722 I think we got engaged. ONE HOUR!!! Third tech person tonight, hope he got it right.","@821027 We hope that you do not have to contact us back if there are any remaining issues we can also help here! 
^HSB"
@VerizonSupport Not sure that’s gonna do it. Speeds are still good and I refreshed DHCP licenses https://t.co/ZgyG6aQ0Gz,@820349 Speeds look more than great to support streaming wirelessly. Do you still have the issue and does it happen with other sites?  ^JRA
@VerizonSupport Still beat.,"@797154 Did the link advise of any outages?
^NHP"
"@Ask_Spectrum Outside last night's outage I can't complain about the service. The price was great too, until I found out that it was a 1-year promotion. At signing I asked a ton of times if it was permanent, was told yes. Not happy about that. Thinking about switching #fios","@136643 Think about it no longer! We'd love to have you on the Fios team. Please check here for availability: https://t.co/Ugss9lDWSN 
^HSB"
"@VerizonSupport Every channel on the Fios app. But only the fios app. No other streaming app does it (Netflix, amazon, hbo, etc)","@820349 Have did you did the troubleshoot steps on the app and opened a ticket?
^NHP"
@VerizonSupport No.,"@797154 Hvae you opened a trouble ticket?
^NHP"
@VerizonSupport I don’t think so.,"@797154 We'd like to take a deeper look into this for you. Please DM us to continue . 
^HSB"
"Hey @VerizonSupport one of your agents offered my a good internet deal, but my browser crashed before I could accept.A few minutes later When I contacted you again, they said that they could not offer this price! keep your word! @5847","@821026 Our online deals are subject to change but online is also where the best deals are found. Did the 2nd rep you spoke with have a deal to offer?
^HSB"
@VerizonSupport Chatting with a rep now. Thanks.,"@136643 Great to hear, if you ever need assistance we will be here for you 24x7.  ^JRA"
You guys... @115725 is the WORST company to go through after this year is over definitely switching back to @ATT. #horriblecustomerservice #oneyearstillnotresolved,"@821025 That's not how we want you to feel. Is this for your Verizon wireless or home services? 
^BAB"
@819579 @VerizonSupport Customer service is trained to ask you to wait and ignore your requests until you forget,"@490744 @819579 It would be our pleasure to assist. 
^BAB"
"@118797 @VerizonSupport 

Are there issues going on again with uploading to twitch and stable bitrates? I'm dropping frames like crazy. Was this ever looked into or resolved @119038 

https://t.co/JyoC2fT5dm

#twitch",@400812 We haven't gotten any reports. Have you performed any tracerts? ^JRA
"@VerizonSupport wow, they are subject to change just a few minutes later? yeah, the ""deal"" he offered was 2x the other deal","@821026 The best deals can be found by logging onto your account.
^NHP"
@VerizonSupport Wireless we have been working on this issue for now over a year and we are still in the same position. 👍🏼,"@821025 What issues are you having with your wireless? 
^BAB"
@VerizonSupport Thank you saying you would help me. You never did. Will replace verizon when my contract expires.,"@156970 What issues are you currently having with your internet? 
^BAB"
@VerizonSupport my Verizon DSL is basically unbearable. I pay for a higher speed and the last few months of speed tests are worse than dial up. Do I need to cancel?,"@821613 Hello Danny P, Are you connected directly to the modem?
^NHP"
"I don't care what @47088 says, @115722 is a #garbageboy only good if you love being overcharged and stuck on the phone with customer service every month","@821618 Yikes! We do not like to see that you feel this way about us and our service. What trouble are you having with your service? We'd be glad to help. 
^HSB"
Really getting sick of this @115725 FiOS internet not working every few hours all of the sudden in the last week.....,@821615 This is never an experience we would want you to have. When the issue happens does the internet light on the router go red? ^JRA
@VerizonSupport for the last month I've had issues with my cable. But only at specific times on specific channels. Can you help?,"@821619 Yes, Disconnect the coax from the back of the box where it says FIOS TV IN, and then reconnect. Let us know if that helps. ^NHP"
"@VerizonSupport Sometimes yes, other times it will kick me off and leave me unable to see my network despite all of the needed green lights being on.","@821615 Are you noticing this from a wireless connection or a hardwired connection? 
^BAB"
.@115722 my internet is so slow. The speed test doesn’t even work. https://t.co/3ghlRGI5BC,"@821612 We'd be glad to assist. Are you connected via wireless of Ethernet? 
^BAB"
Can I just drop @115725 and @115722 since they're absolutely terrible and providing me with decent internet access. No wonder people are boycotting them,@436569 We don't want to see you go. What issue are you having that is making you want to do this? Is it still with trouble gaming wirelessly? ^JRA
@VerizonSupport Wireless. The speed has never been where it should be but it’s been bearable. This week has taken a turn for the worse. I attached a picture. I tried to contact support via the website but I’ve been waiting a while for a call back. https://t.co/ZgFRN7JsXM,"@821613 Thank you for sharing the results. Do you have multiple devices connected to the network right now?
^HSB"
@VerizonSupport I'm using a wireless one to connect,@821615 It may be interference. Are you currently having the issue now? ^JRA
"@VerizonSupport You cant run a trace route to the digest servers though.

I don't know last time I showed you guys a reddit post with a bunch of other FIOS people saying it, you denied plausibility :(","@400812 You can still run a traceroute to https://t.co/xLfGAxSW9l.
^BAB"
@VerizonSupport Just 1,"@821613 Please connect to the modem via Ethernet and retest. 
^BAB"
"@VerizonSupport It most recently happened 15 minutes ago, once I turn the router off then back on, it works again. Seems to happen twice a night in the last week or so","@821615 Do you have our myFios app? This can be used to check for wireless interference.    
^HSB"
@115722 I’ve spent 5 hours today trying to get this straightened out. Still awaiting a call back and rep missed time slot... not sure what BAB is?,"@821611 We can assist you here with your Fios service.
^NHP"
"@VerizonSupport I don't, but I could give it a try to see what it shows, thanks.","@821615 Our pleasure.
^BAB"
"@VerizonSupport Yes, no matter what I do my internet gets throttled at almost the exact same times everyday.","@436569 Can you run a speed test at https://t.co/ZGtQ1M9xjR and share your results?
^HSB"
@VerizonSupport I am currently speaking to someone.,"@821612 Okay, You're in good hands.
^NHP"
@VerizonSupport Why am I missing text messages? Happening for a week now,@821614 We will have to refer this to our wireless counterparts @115990 for all your mobile concerns. ^JRA
@VerizonSupport Here is the test after connecting to the modem. Still extremely lackluster. https://t.co/my84bRZ86N,"@821613 Follow and DM for further assistance. 
^BAB"
@VerizonSupport How to proceed?,@821611 Let's get you some help. Please follow and DM us at your convenience. ^DDD
@VerizonSupport That's for Viewing. Not Streaming,"@400812 The traceroute will isolate the issue.
^NHP"
"@VerizonSupport I'm not having issues watching?

I'm having issues uploading","@400812 The traceroute will still indicate the path the traffic is taking. 
^BAB"
@115725 Home television service,"@135107 Oh no! What's going on with the TV services? 
^BAB"
"@VerizonSupport Yes it has, and it’s disappointing..  your internet is more of a let down than the falcons second half Super Bowl performance","@733037 We see that you have DSL with us. Are you receiving the correct speeds for the account? Please run a hardwired speed test at https://t.co/GQ6jYE1TRb and share your results. 
^HSB"
"@VerizonSupport I did it all, myself and with your tech support.","@135107 What did the tech support agent advise?
^NHP"
@VerizonSupport what’s good with my internet shit is straight trash all of a sudden I can’t even use my WiFi from upstairs in my house like right above the router so a max of like 10 feet away it’s ridiculous,"@822649 Hello Connor, Are you using a WiFi extender?
^NHP"
"@VerizonSupport They charged me for something called set up and go, which they never said they were going to charge me for. It was a bad experience","@822652 Please contact our friends @115990 for assistance with Verizon Mobile service.
^TXA"
"@819580 @115725 Sales assholes that are paid:
- to do their job
- not enough to give a damn
- too much given mistakes have no consequences 
- based on what we spend for their ""service"" &amp; not the value or product

Can you tell I love sales guys?","@822651 We never want our customers to feel this way. Is there something we can assist you with?
^TXA"
@VerizonSupport No but I don’t really think I should have too for a distance of not even 10 feet like is my internet service just down ? At least if I know it’s down that it’s not just a problem only I am having,"@822649 Do you have any hard wired devices?
^BAB"
"@VerizonSupport Nothing, she said she couldn't do anything. I asked to speak to a manager and she refused, then said someone would call me back within an hour. They called me back today when I was at work and couldn't speak.",@135107 Our apologies. Allow us to assist you from here. What shows are you having trouble with and does it happen on all TVs? ^JRA
